Date,HomeTeam,AwayTeam,<0-0>,<1-0>,<2-0>,<3-0>,<4-0>,<4-1>,<4-2>,<0-1>,<1-1>,<2-1>,<3-1>,<0-2>,<1-2>,<2-2>,<3-2>,<0-3>,<1-3>,<2-3>,<0-4>,<1-4>,<2-4>,<3-3>,Total,AVG
2019-06-02,Tottenham,Liverpool,10.00,11.00,20.00,40.00,120.00,70.00,80.00,7.00,6.00,11.00,30.00,8.00,7.50,11.00,35.00,13.00,13.00,20.00,28.00,27.00,40.00,40.00,647.5,29.40909090909091
